,id,title,release_date,overview,popularity,vote_average,vote_count,video
8246,615678,Thunder Force,4/9/2021,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",121.023,5.7,860,FALSE
8247,438650,Cold Pursuit,2/7/2019,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",35.091,5.7,1935,FALSE
8248,44943,Battle: Los Angeles,3/8/2011,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",124.313,5.7,2771,FALSE
8249,11056,Darkness,10/11/2002,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",8.252,5.7,291,FALSE
8250,10805,Staying Alive,7/11/1983,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,10.111,5.7,336,FALSE
8251,4641,Read It and Weep,7/21/2006,A young girl turns into an A-List celebrity over night when her private journal is accidently published and becomes a best-seller.,10.501,5.7,212,FALSE
8252,397422,Rough Night,6/15/2017,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",21.974,5.7,1693,FALSE
8253,347945,Synchronicity,7/22/2015,"A daring physicist travels into the past to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",9.213,5.7,300,FALSE
8254,54445,S.W.A.T.: Firefight,3/1/2011,"Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.",12.489,5.7,222,FALSE
8255,49014,Cosmopolis,5/25/2012,"Riding across Manhattan in a stretch limo during a riot in order to get a haircut, a 28-year-old billionaire asset manager's life begins to crumble.",9.847,5.7,953,FALSE
8256,475430,Artemis Fowl,6/12/2020,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,36.025,5.7,1284,FALSE
8257,383869,Back to Mom's,6/1/2016,"At 40, Stephanie loses her job and is forced to move back in with her mother. She is welcomed with open arms to the joys of overheated apartment, Francis Cabrel playing on loop, Scrabble games and precious motherly advice on how to behave at the table and live her life.",9.926,5.7,409,FALSE
8258,13652,Ca$h,4/23/2008,"A man meets up with two ""good guys"" to recover what is unlawfully his, taking them on his whirlwind ride, doing things they never would have imagined, just to survive.",6.508,5.7,223,FALSE
8259,9676,The Black Dahlia,9/15/2006,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.",10.663,5.7,831,FALSE
8260,8836,The X Files: I Want to Believe,7/24/2008,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",17.301,5.7,1141,FALSE
8261,71672,Wrong Turn 4: Bloody Beginnings,10/17/2011,"Follows a group of friends that decide to go snowmobiling during their winter break. They make a ""wrong turn"", getting lost in a storm.",73.091,5.7,745,FALSE
8262,34636,The NeverEnding Story II: The Next Chapter,10/24/1990,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",20.188,5.7,614,FALSE
8263,4597,Armored,12/4/2009,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",12.15,5.7,506,FALSE
8264,492621,The Midnight Man,9/30/2016,"A girl and her friends find a game in the attic that summons a creature known as The Midnight Man, who uses their worst fears against them.",11.681,5.7,338,FALSE
8265,389053,The Do-Over,5/27/2016,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,11.794,5.7,1204,FALSE
8266,301372,Voice from the Stone,4/28/2017,Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.,10.297,5.7,391,FALSE
8267,85735,Love Lasts Three Years,12/10/2011,"A heartbroken literary critic turns his despair into creativity following a bitter divorce, only to encounter an enchanting beauty who poses a major challenge to his newfound cynicism. Marc Marronnier thought his marriage was going well until his wife deemed him immature, and left him for a high-profile writer. Devastated, he began filtering all of his heartache into a misanthropic manuscript decrying the virtues of true love. But later, when Marc falls hard for his cousin's radiant and gorgeous wife, his entire life is turned upside down. Louise Bourgoin and Gaspard Proust star in a film by actor and author-turned-director Frederic Beigbeder.",6.56,5.7,346,FALSE
8268,72890,Girl Most Likely,9/7/2012,"A failed New York playwright stages a suicide in an attempt to win back her ex, only to wind up in the custody of her gambling-addict mother.",8.063,5.7,212,FALSE
8269,9966,The Messengers,2/2/2007,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.",22.447,5.7,618,FALSE
8270,268920,Hot Pursuit,5/8/2015,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,13.308,5.7,1370,FALSE
8271,49787,The Reef,5/15/2010,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,6.365,5.7,431,FALSE
8272,9038,The Heartbreak Kid,10/5/2007,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",12.75,5.7,1265,FALSE
8273,1452,Superman Returns,6/28/2006,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",36.522,5.7,3296,FALSE
8274,411873,The Little Hours,6/30/2017,"Garfagnana, Italy, 1347. The handsome servant Masseto, fleeing from his vindictive master, takes shelter in a nunnery where three young nuns, Sister Alessandra, Sister Ginevra and Sister Fernanda, try unsuccessfully to find out what their purpose in life is, a conundrum that each of them faces in different ways.",47.37,5.7,381,FALSE
8275,118957,Bait,9/5/2012,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,8.41,5.7,598,FALSE
8276,310126,"Il ricco, il povero e il maggiordomo",12/11/2014,"A wealthy broker, his loyal butler, and a poor unauthorized seller all see their social positions change in a twist of fate.",6.484,5.7,746,FALSE
8277,57165,Wrath of the Titans,3/28/2012,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",111.456,5.7,3420,FALSE
8278,12620,The House Bunny,8/22/2008,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",15.394,5.7,1560,FALSE
8279,823461,Good on Paper,6/23/2021,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes but is he everything he appears to be?",17.674,5.7,201,FALSE
8280,459202,Boo 2! A Madea Halloween,10/20/2017,"Madea and the gang encounter monsters, goblins and boogeymen at a haunted campground.",19.751,5.7,430,FALSE
8281,94363,Hick,9/10/2011,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,6.99,5.7,342,FALSE
8282,11649,Masters of the Universe,8/7/1987,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",12.907,5.7,636,FALSE
8283,9292,Hudson Hawk,5/23/1991,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",10.187,5.7,736,FALSE
8284,320302,Ever Been to the Moon?,1/22/2015,"Giulia is thirty years old and unmarried. She has a good job which allows her to travel and lead a luxurious life in Milan and Paris. She is convinced that she has everything she needs for happiness, but after meeting Renzo, a charming Apulian farmer, Giulia understands that she's missing the most important thing in her life - true love.",7.418,5.7,227,FALSE
8285,12120,My Stepmother Is an Alien,12/9/1988,"Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.",16.264,5.7,384,FALSE
8286,340584,Lavender,11/4/2016,A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.,12.268,5.7,252,FALSE
8287,109513,Hit & Run,8/22/2012,"When former getaway driver, Charlie Bronson jeopardises his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles, the feds and Charlie's former gang chase them on the road.",9.461,5.7,424,FALSE
8288,13713,Jean-Philippe,4/5/2006,"A bourgeois office drone whose raison d’état is the music of French rocker Johnny Hallyday awakens one day in an alternate universe where the famed musician never recorded a single song. When he’s not at the office dutifully plugging-away, Fabrice lives a deadly dull life.",6.659,5.7,247,FALSE
8289,41515,Yogi Bear,12/17/2010,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",16.872,5.7,680,FALSE
8290,7341,The Rage: Carrie 2,3/11/1999,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",11.768,5.7,289,FALSE
8291,624808,Love Wedding Repeat,4/10/2020,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.",10.699,5.7,587,FALSE
8292,336890,Goon: Last of the Enforcers,3/17/2017,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",11.865,5.7,227,FALSE
8293,51170,Open Season 3,10/21/2010,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.",16.383,5.7,424,FALSE
8294,76489,The Three Stooges,4/13/2012,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",65.167,5.7,418,FALSE
8295,342474,Jenny's Wedding,7/31/2015,"Jenny Farrell is getting married. But how will her straight-laced family react when they find out that the woman they thought was their daughter’s roommate is actually her fiancée? As the old-fashioned Farrells attempt to come to terms with the prospect of a surprise daughter-in-law, they face a difficult choice: either adapt with the times or risk being left behind.",7.412,5.7,351,FALSE
8296,11067,Major League II,3/30/1994,"After losing in the ALCS the year before, the Cleveland Indians are determined to make it into the World Series this time! However, they first have to contend with Rachel Phelps again when she buys back the team.",9.504,5.7,232,FALSE
8297,9877,Urban Legend,9/25/1998,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,11.799,5.7,948,FALSE
8298,514277,Mara,8/22/2018,"Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.",13.392,5.7,290,FALSE
8299,1450,Blood: The Last Vampire,4/2/2009,"On the surface, Saya is a stunning 16-year-old, but that youthful exterior hides the tormented soul of a 400-year-old ""halfling"". Born to a human father and a vampire mother, she has for centuries been a loner obsessed with using her samurai skills to rid the world of vampires, all the while knowing that she herself can survive only on blood like those she hunts.",11.637,5.7,263,FALSE
8300,658777,Freaks – You're One of Us,9/2/2020,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.",10.319,5.7,229,FALSE
8301,575479,An Easy Girl,8/28/2019,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever.",14.468,5.7,253,FALSE
8302,146238,Runner Runner,9/24/2013,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",12.456,5.7,1008,FALSE
8303,136911,The Factory,10/19/2011,"An obsessed cop is on the trail of a serial killer prowling the streets of Buffalo, N.Y. but when his teenage daughter disappears, he drops any professional restraint to get the killer.",7.175,5.7,224,FALSE
8304,5,Four Rooms,12/9/1995,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,13.058,5.7,2062,FALSE
8305,335788,Renegades,8/21/2017,"In the midst of the Balkan wars, a squad of Navy SEALs attempts to unravel a long-forgotten mystery after discovering an enormous treasure trove hidden at the bottom of a lake in Serbia.",21.444,5.7,259,FALSE
8306,24271,The Maiden Heist,5/9/2009,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.,9.182,5.7,247,FALSE
8307,10661,You Don't Mess with the Zohan,6/5/2008,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,41.857,5.7,2930,FALSE
8308,9622,Beverly Hills Ninja,1/17/1997,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",15.096,5.7,576,FALSE
8309,353491,The Dark Tower,8/3/2017,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,36.332,5.7,4168,FALSE
8310,254302,High-Rise,11/22/2015,Life for the residents of a tower block begins to run out of control.,10.955,5.7,922,FALSE
8311,3050,Doctor Dolittle,6/26/1998,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",18.947,5.7,2442,FALSE
8312,72331,Abraham Lincoln: Vampire Hunter,6/20/2012,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",160.332,5.7,2662,FALSE
8313,28941,Chopping Mall,3/21/1986,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",8.221,5.7,226,FALSE
8314,24001,The Hills Run Red,6/12/2009,"A group of young horror fans go searching for a film that mysteriously vanished years ago but instead find that the demented killer from the movie is real, and he's thrilled to meet fans who will die gruesomely for his art.",14.414,5.7,207,FALSE
8315,15671,Picture This,7/13/2008,"Bookish and unpopular Mandy finds her luck finally changing when Drew, the school hottie, invites her to the year's biggest party. But with being grounded and Drew's ex-girlfriend bent on thwarting her, Mandy may be destined to remain a geek. Can a little ingenuity and some help from her friends save the day?",8.673,5.7,253,FALSE
8316,174321,The English Teacher,5/16/2013,"Teacher Linda Sinclair balances her staid home life with an incredible passion for her subject, but her routine is forever altered when a former star pupil and his unsupportive father reenter her life.",11.059,5.7,295,FALSE
8317,36298,"Me, Them And Lara",1/5/2010,"A priest, after spending years in humanitary missions in Africa, reunites with his family, which is in worse conditions than when he left, and above all meets a young lady who will make him doubt both himself and his faith.",7.955,5.7,251,FALSE
8318,13596,My Best Friend's Girl,9/19/2008,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",48.708,5.7,566,FALSE
8319,512025,There's Someone Inside Your House,10/6/2021,"As the countdown to graduation begins, students at Osborne High are being stalked by a maniac intent on exposing their darkest secrets to the entire town, terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own, Makani and her friends must discover the killer's identity before they become victims themselves.",120.474,5.7,299,FALSE
8320,253344,Some Kind of Beautiful,7/16/2015,"By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",8.093,5.7,484,FALSE
8321,19064,Once Bitten,11/15/1985,"Mark wants to lose his virginity, but his girlfriend wants to wait. Unfortunately for both of them, a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance, and when she finds Mark, she turns his life upside-down.",5.686,5.7,204,FALSE
8322,70435,Haywire,11/1/2011,A black ops soldier seeks payback after she is betrayed and left for dead.,24.281,5.7,1063,FALSE
8323,10723,Bulletproof,9/6/1996,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",6.869,5.7,436,FALSE
8324,8676,Fool's Gold,2/7/2008,"Treasure hunter Ben 'Finn' Finnegan has sunk both his trusty boat and his marriage to Tess in his obsessive quest to find the legendary 'Queen's Dowry' treasure. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss along on the hunt. But Finn is not the only one interested in the gold—his former mentor-turned-enemy will stop at nothing to beat him to it.",12.896,5.7,1150,FALSE
8325,485504,El Camino Christmas,12/8/2017,"A young man seeking a father he has never met, through no fault of his own, ends up barricaded in a liquor store with five other people on Christmas Eve in the fictitious town of El Camino, NV.",8.364,5.7,223,FALSE
8326,252680,Moms' Night Out,3/25/2014,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",18.035,5.7,248,FALSE
8327,111440,The Pact,5/25/2012,"After their mother passes away, sisters Nicole and Annie reluctantly return to their childhood home to pay their last respects. While staying overnight in the house, the sisters sense a mysterious presence in their midst: noises startling them in the night, objects moving about, a fallen picture of an unknown woman posed next to their mother. Annie begins experiencing a series of intense and disturbing dreams - visions that lead her to uncover something terrible about her mother's past that is finally revealing itself.",6.147,5.7,386,FALSE
8328,23398,Alvin and the Chipmunks: The Squeakquel,12/21/2009,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",58.652,5.7,2288,FALSE
8329,380124,Boo! A Madea Halloween,10/21/2016,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",8.595,5.7,360,FALSE
8330,9890,The Stepford Wives,6/10/2004,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",9.877,5.7,1036,FALSE
8331,413998,My Cousin Rachel,6/8/2017,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",17.585,5.7,466,FALSE
8332,394830,The Crucifixion,4/27/2017,"When a priest is jailed for the murder of a nun on whom he was performing an exorcism, an investigative journalist strives to determine whether he in fact murdered a mentally ill person, or if he lost the battle with a demonic presence.",20.214,5.7,370,FALSE
8333,219318,The Volcano,10/2/2013,"The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.",5.349,5.7,556,FALSE
8334,323368,Hangman,12/22/2017,"A homicide detective teams up with a criminal profiler to catch a serial killer whose crimes are inspired by the children's game, Hangman.",8.423,5.7,403,FALSE
8335,14211,Prey,1/30/2007,An American family on holiday in Africa becomes lost in a game reserve and stalked by vicious killer lions.,12.919,5.6,256,FALSE
8336,2565,Joe Versus the Volcano,3/9/1990,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.",8.284,5.7,378,FALSE
8337,299551,The Atticus Institute,1/20/2015,"In the early 1970s, Dr. Henry West creates an institute to find people with supernatural abilities. When Judith Winstead comes to the facility, she exhibits amazing abilities that the military wants to turn into a weapon.",12.796,5.7,250,FALSE
8338,271185,Ask Me Anything,4/19/2014,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",7.917,5.6,352,FALSE
8339,12192,Pathology,4/11/2008,"Medical student Ted Grey graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",10.004,5.6,338,FALSE
8340,484437,The Hole in the Ground,3/1/2019,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",16.729,5.6,505,FALSE
8341,237756,Kill Me Three Times,4/10/2015,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",14.154,5.6,395,FALSE
8342,286567,Max Steel,10/14/2016,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",39.549,5.6,603,FALSE
8343,16337,The Texas Chainsaw Massacre 2,8/22/1986,"Chainsaw-wielding maniac Leatherface is up to his cannibalistic ways once again, along with the rest of his twisted clan, including the equally disturbed Chop-Top. This time, the masked killer has set his sights on pretty disc jockey Vanita ""Stretch"" Brock, who teams up with Texas lawman Lefty Enright to battle the psychopath and his family deep within their lair, a macabre abandoned amusement park.",20.755,5.6,552,FALSE
8344,12123,Chain Reaction,8/2/1996,Two researchers in a green alternative energy project forced on the run when they are framed for murder and treason.,9.874,5.6,757,FALSE
8345,1534,Pathfinder,1/11/2007,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",14.598,5.6,486,FALSE
8346,123105,The Bay,9/13/2012,"Two million fish washed ashore. One thousand blackbirds dropped from the sky. On July 4, 2009 a deadly menace swept through the quaint seaside town of Claridge, Maryland, but the harrowing story of what happened that Independence Day has never been told—until now. The authorities believed they had buried the truth about the tragedy that claimed over 700 human lives. Now, three years later, a reporter has emerged with footage revealing the cover-up and an unimaginable killer: a mysterious parasitic outbreak. Told from the perspective of those who were there and saw what happened, The Bay unfolds over 24 hours through people's iPhones, Androids, 911 calls, webcams, and whatever else could be used to document the nightmare in Claridge. What follows is a nerve-shredding tale of a small town plunged into absolute terror.",8.296,5.6,537,FALSE
8347,10154,Mickey Blue Eyes,8/16/1999,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",8.448,5.6,427,FALSE
8348,15566,Surviving Christmas,9/21/2004,"Drew Latham is an executive leading an empty, shallow life with only wealth on his side. Facing another lonely Christmas ahead, he revisit his old childhood home in the hope of reliving some old holiday memories – but he finds that the house in which he was raised is no longer the home in which he grew up.",11.031,5.6,401,FALSE
8349,11451,Herbie Fully Loaded,6/22/2005,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",26.163,5.6,1834,FALSE
8350,27,9 Songs,5/16/2004,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",31.497,5.6,350,FALSE
8351,39451,Little Fockers,12/21/2010,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",36.051,5.6,2651,FALSE
8352,20856,Aliens in the Attic,7/31/2009,A group of kids must protect their vacation home from invading aliens.,13.028,5.6,802,FALSE
8353,412105,You Get Me,6/19/2017,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",25.615,5.6,1536,FALSE
